latitude,longitude,classification
74.6534,174.2015,Northern Hemisphere
10.3116,43.7145,Northern Hemisphere
-53.3994,-13.9993,Southern Hemisphere
62.484,130.4252,Northern Hemisphere
-55.7133,-58.7391,Southern Hemisphere
18.526,-146.1306,Northern Hemisphere
47.1054,100.5931,Northern Hemisphere
-3.709,59.9336,Southern Hemisphere
82.2636,168.6888,Northern Hemisphere
83.174,179.923,Northern Hemisphere
-3.7942,-71.2077,Southern Hemisphere
-53.1876,99.3743,Southern Hemisphere
49.5925,96.057,Northern Hemisphere
-25.3333,-87.693,Southern Hemisphere
-0.4901,-3.3627,Southern Hemisphere
-5.4917,-15.4205,Southern Hemisphere
-23.2731,-78.7455,Southern Hemisphere
-50.1707,-133.0607,Southern Hemisphere
78.2565,75.1641,Northern Hemisphere
-62.5659,-111.6288,Southern Hemisphere
60.0053,117.8294,Northern Hemisphere
33.2724,147.8865,Northern Hemisphere
83.9715,88.3072,Northern Hemisphere
-59.7179,-149.5322,Southern Hemisphere
39.6564,165.0419,Northern Hemisphere
7.5846,10.5718,Northern Hemisphere
-83.9117,-9.8661,Southern Hemisphere
30.2788,74.2306,Northern Hemisphere
61.658,127.2905,Northern Hemisphere
-88.3545,-112.8239,Southern Hemisphere
21.2103,110.9735,Northern Hemisphere
-3.0233,-178.8098,Southern Hemisphere
9.2958,95.2952,Northern Hemisphere
-40.5467,3.0857,Southern Hemisphere
56.3683,145.1102,Northern Hemisphere
73.7592,17.3365,Northern Hemisphere
-63.1985,-85.2379,Southern Hemisphere
56.7386,71.4414,Northern Hemisphere
-22.8507,-78.2996,Southern Hemisphere
88.2419,123.1275,Northern Hemisphere
62.6161,154.4794,Northern Hemisphere
46.7255,68.2675,Northern Hemisphere
9.4863,1.701,Northern Hemisphere
-59.151,-101.8963,Southern Hemisphere
51.1877,154.4329,Northern Hemisphere
-72.8349,-172.3407,Southern Hemisphere
-51.9449,159.7598,Southern Hemisphere
-4.4099,-166.6173,Southern Hemisphere
76.6053,-78.5682,Northern Hemisphere
-84.0777,56.6072,Southern Hemisphere
83.0645,135.4058,Northern Hemisphere
38.2881,13.8487,Northern Hemisphere
-60.759,-29.7629,Southern Hemisphere
-19.9518,59.7114,Southern Hemisphere
46.0097,177.926,Northern Hemisphere
40.3494,175.3782,Northern Hemisphere
-80.3346,-29.0386,Southern Hemisphere
-28.6933,-8.1255,Southern Hemisphere
-18.5935,-174.6674,Southern Hemisphere
-40.8011,88.3086,Southern Hemisphere
-25.954,77.7326,Southern Hemisphere
32.3451,15.4249,Northern Hemisphere
21.3509,128.3595,Northern Hemisphere
-75.2332,-51.8981,Southern Hemisphere
24.1022,57.0021,Northern Hemisphere
-70.8208,-124.5119,Southern Hemisphere
-25.2149,-156.1487,Southern Hemisphere
-56.2695,-80.1468,Southern Hemisphere
-16.552,-116.2954,Southern Hemisphere
-73.2484,-121.6025,Southern Hemisphere
-20.6572,-110.1961,Southern Hemisphere
-74.7541,162.9374,Southern Hemisphere
86.0712,30.5249,Northern Hemisphere
-21.4682,-125.7964,Southern Hemisphere
-1.2377,-101.7583,Southern Hemisphere
-14.2016,-166.1542,Southern Hemisphere
-44.694,-67.4939,Southern Hemisphere
16.8852,19.255,Northern Hemisphere
-35.1616,59.7991,Southern Hemisphere
21.6346,59.3175,Northern Hemisphere
-29.7475,-25.2885,Southern Hemisphere
85.3606,57.7197,Northern Hemisphere
80.5102,56.553,Northern Hemisphere
83.6234,-127.5393,Northern Hemisphere
35.0924,103.6583,Northern Hemisphere
-46.3636,-33.031,Southern Hemisphere
-19.2717,-78.5069,Southern Hemisphere
16.6009,122.7083,Northern Hemisphere
9.0178,-96.908,Northern Hemisphere
37.5061,52.4396,Northern Hemisphere
34.7104,143.2182,Northern Hemisphere
-16.3545,-65.9995,Southern Hemisphere
-46.4362,-51.2574,Southern Hemisphere
52.0338,178.3261,Northern Hemisphere
-3.7378,-88.8097,Southern Hemisphere
75.6706,97.8561,Northern Hemisphere
52.3298,161.1903,Northern Hemisphere
6.6431,15.2967,Northern Hemisphere
48.4117,63.9016,Northern Hemisphere
26.46,177.0495,Northern Hemisphere
31.9449,135.4829,Northern Hemisphere
83.829,1.8986,Northern Hemisphere
-43.4271,-86.6164,Southern Hemisphere
14.4933,80.2401,Northern Hemisphere
-19.5958,-74.0538,Southern Hemisphere
0.0838,4.4213,Northern Hemisphere
-71.1811,-6.889,Southern Hemisphere
-69.1075,25.5015,Southern Hemisphere
-33.8597,-142.7639,Southern Hemisphere
-3.0733,-101.1301,Southern Hemisphere
35.4174,54.0475,Northern Hemisphere
55.8335,152.8524,Northern Hemisphere
26.6346,29.5837,Northern Hemisphere
87.1021,31.4016,Northern Hemisphere
-61.1756,-7.4767,Southern Hemisphere
-48.266,-146.7987,Southern Hemisphere
25.2862,5.2546,Northern Hemisphere
20.5392,106.5966,Northern Hemisphere
-20.0096,-142.9588,Southern Hemisphere
45.4186,11.2615,Northern Hemisphere
-71.6846,33.6528,Southern Hemisphere
-31.3227,-132.7764,Southern Hemisphere
65.2746,115.0395,Northern Hemisphere
17.4547,105.6608,Northern Hemisphere
-27.3736,-68.8747,Southern Hemisphere
56.4729,53.5401,Northern Hemisphere
20.6072,24.1106,Northern Hemisphere
-68.7849,-147.052,Southern Hemisphere
34.8186,75.283,Northern Hemisphere
-65.1839,-146.5643,Southern Hemisphere
24.3903,116.1468,Northern Hemisphere
89.9819,88.1356,Northern Hemisphere
-64.7466,-98.8198,Southern Hemisphere
-80.35,-178.275,Southern Hemisphere
-65.4238,-6.5108,Southern Hemisphere
0.9788,123.2454,Northern Hemisphere
-15.1865,-92.0341,Southern Hemisphere
-75.1193,-43.0098,Southern Hemisphere
-37.4238,-83.2304,Southern Hemisphere
-59.7224,-46.3467,Southern Hemisphere
47.8655,20.378,Northern Hemisphere
-69.4428,-31.8091,Southern Hemisphere
-23.9649,-172.5101,Southern Hemisphere
39.4164,178.1596,Northern Hemisphere
-71.565,-44.7578,Southern Hemisphere
-36.4124,80.9518,Southern Hemisphere
-27.2561,-100.9674,Southern Hemisphere
88.9124,42.6503,Northern Hemisphere
55.9265,63.1136,Northern Hemisphere
37.9357,29.8767,Northern Hemisphere
-64.9377,-142.7503,Southern Hemisphere
-79.3156,-129.4047,Southern Hemisphere
6.9783,126.7297,Northern Hemisphere
-37.92,-25.557,Southern Hemisphere
87.3879,17.1405,Northern Hemisphere
83.299,165.3784,Northern Hemisphere
88.6475,-157.1601,Northern Hemisphere
65.8942,128.0511,Northern Hemisphere
59.1267,121.7222,Northern Hemisphere
-1.8974,-131.6309,Southern Hemisphere
-15.4395,-65.947,Southern Hemisphere
68.4225,92.8104,Northern Hemisphere
-39.9194,66.4328,Southern Hemisphere
81.0457,0.4452,Northern Hemisphere
49.3444,131.5677,Northern Hemisphere
-7.4791,-115.5199,Southern Hemisphere
-78.6005,-140.7906,Southern Hemisphere
-12.6642,-131.6634,Southern Hemisphere
59.1019,104.0281,Northern Hemisphere
11.9056,61.8731,Northern Hemisphere
32.8593,17.9235,Northern Hemisphere
51.1002,22.3627,Northern Hemisphere
64.3773,0.1217,Northern Hemisphere
82.4457,123.9465,Northern Hemisphere
-66.2556,-151.3841,Southern Hemisphere
77.8906,117.8258,Northern Hemisphere
-44.9299,-17.316,Southern Hemisphere
-60.2055,-125.0083,Southern Hemisphere
35.8994,117.9873,Northern Hemisphere
36.6656,85.8252,Northern Hemisphere
-66.114,-57.6031,Southern Hemisphere
-88.3283,-32.9204,Southern Hemisphere
87.8679,23.7915,Northern Hemisphere
-77.2509,-48.4626,Southern Hemisphere
-71.5631,-21.422,Southern Hemisphere
-65.3167,-44.4316,Southern Hemisphere
-66.0337,25.7136,Southern Hemisphere
5.4915,117.0036,Northern Hemisphere
-10.7821,-66.9456,Southern Hemisphere
-62.7527,-56.4181,Southern Hemisphere
64.7933,18.0837,Northern Hemisphere
45.4402,69.1257,Northern Hemisphere
83.3848,25.1694,Northern Hemisphere
-40.1458,-80.3886,Southern Hemisphere
18.0014,140.2145,Northern Hemisphere
34.2857,118.513,Northern Hemisphere
-35.7031,-88.2859,Southern Hemisphere
44.6119,9.8224,Northern Hemisphere
71.6243,-90.9202,Northern Hemisphere
-69.7061,-73.0926,Southern Hemisphere
5.0916,-2.3611,Northern Hemisphere
78.1064,154.9465,Northern Hemisphere
12.3085,122.9296,Northern Hemisphere
47.2907,-41.3339,Northern Hemisphere
-86.9959,-132.8067,Southern Hemisphere
-82.8312,-37.9278,Southern Hemisphere
1.1899,90.1888,Northern Hemisphere
-15.2222,-165.163,Southern Hemisphere
6.5817,49.9442,Northern Hemisphere
-34.2168,-143.4245,Southern Hemisphere
55.4508,70.3317,Northern Hemisphere
24.173,122.59,Northern Hemisphere
-78.0993,-48.6075,Southern Hemisphere
62.3643,15.5183,Northern Hemisphere
-11.793,-70.4102,Southern Hemisphere
-34.3278,-46.6815,Southern Hemisphere
-68.5003,-53.7301,Southern Hemisphere
-60.5101,94.141,Southern Hemisphere
50.9377,30.0533,Northern Hemisphere
-67.1525,-131.6224,Southern Hemisphere
69.5547,5.2841,Northern Hemisphere
55.2794,11.497,Northern Hemisphere
38.2182,13.8726,Northern Hemisphere
-8.0644,-90.0702,Southern Hemisphere
12.0395,45.9209,Northern Hemisphere
-71.4771,-49.8999,Southern Hemisphere
-48.8872,-172.0732,Southern Hemisphere
65.3271,84.9176,Northern Hemisphere
-21.0637,-12.3912,Southern Hemisphere
64.3473,164.5106,Northern Hemisphere
43.3198,57.9244,Northern Hemisphere
-15.0738,-131.1736,Southern Hemisphere
-75.9803,-89.6326,Southern Hemisphere
72.3494,144.7808,Northern Hemisphere
86.6545,-167.5932,Northern Hemisphere
-6.283,-27.9276,Southern Hemisphere
-31.0858,-178.5655,Southern Hemisphere
-53.8792,-125.2963,Southern Hemisphere
22.0892,106.5044,Northern Hemisphere
-1.1951,-144.824,Southern Hemisphere
72.0798,44.1228,Northern Hemisphere
-88.852,-138.0604,Southern Hemisphere
-27.6437,-22.1042,Southern Hemisphere
81.1782,118.3147,Northern Hemisphere
62.8211,18.7108,Northern Hemisphere
5.3666,88.5652,Northern Hemisphere
-79.2189,128.0974,Southern Hemisphere
-73.2552,161.5117,Southern Hemisphere
3.5567,67.0486,Northern Hemisphere
85.4199,17.2039,Northern Hemisphere
-65.9675,-166.5305,Southern Hemisphere
12.2077,173.5593,Northern Hemisphere
-47.3811,-123.2984,Southern Hemisphere
54.147,132.3635,Northern Hemisphere
-32.7496,-166.5563,Southern Hemisphere
-53.5117,-74.7526,Southern Hemisphere
-62.0261,-96.1101,Southern Hemisphere
-16.8277,-6.3657,Southern Hemisphere
-52.6255,-132.2986,Southern Hemisphere
-68.4156,-56.5101,Southern Hemisphere
58.7496,7.2594,Northern Hemisphere
60.4665,16.4183,Northern Hemisphere
-45.3206,-87.5773,Southern Hemisphere
31.893,178.3218,Northern Hemisphere
-84.4052,-98.6038,Southern Hemisphere
44.6541,83.1678,Northern Hemisphere
54.7014,2.1522,Northern Hemisphere
59.467,-156.4713,Northern Hemisphere
58.2612,113.4536,Northern Hemisphere
26.0433,46.5877,Northern Hemisphere
56.2945,11.605,Northern Hemisphere
72.4493,23.1825,Northern Hemisphere
72.914,59.679,Northern Hemisphere
-82.3147,-149.7619,Southern Hemisphere
13.2992,71.0998,Northern Hemisphere
-84.6932,-148.8947,Southern Hemisphere
-51.3511,-129.6262,Southern Hemisphere
69.0163,111.4518,Northern Hemisphere
-45.7587,-105.8414,Southern Hemisphere
9.124,50.3597,Northern Hemisphere
-65.2975,-20.7625,Southern Hemisphere
4.6465,144.3903,Northern Hemisphere
53.0723,-39.2552,Northern Hemisphere
-25.3598,-92.7577,Southern Hemisphere
74.2819,69.9086,Northern Hemisphere
-57.6331,-140.5764,Southern Hemisphere
71.2377,10.5464,Northern Hemisphere
88.4756,138.0316,Northern Hemisphere
89.929,-161.9758,Northern Hemisphere
28.2356,146.9313,Northern Hemisphere
75.1067,179.3506,Northern Hemisphere
-50.5059,-36.4697,Southern Hemisphere
-26.1352,-27.8602,Southern Hemisphere
-58.3019,-34.8822,Southern Hemisphere
35.5728,-174.9228,Northern Hemisphere
36.1009,-78.5508,Northern Hemisphere
11.3596,177.8411,Northern Hemisphere
68.6927,55.6296,Northern Hemisphere
-1.7214,-138.1278,Southern Hemisphere
-50.6144,-179.877,Southern Hemisphere
75.2213,23.4881,Northern Hemisphere
39.0488,-28.0289,Northern Hemisphere
-31.754,-74.4103,Southern Hemisphere
75.1003,152.3666,Northern Hemisphere
64.9205,-112.7537,Northern Hemisphere
79.5462,18.1858,Northern Hemisphere
-35.6823,-151.6493,Southern Hemisphere
80.7648,172.9192,Northern Hemisphere
26.8524,174.3737,Northern Hemisphere
34.8409,-38.3415,Northern Hemisphere
-49.8173,-148.4367,Southern Hemisphere
-34.7718,-157.0773,Southern Hemisphere
41.1896,-9.2343,Northern Hemisphere
-19.5117,173.7331,Southern Hemisphere
-84.1711,-14.2131,Southern Hemisphere
84.1557,101.799,Northern Hemisphere
78.6038,134.1618,Northern Hemisphere
-47.1607,30.2197,Southern Hemisphere
69.3576,127.6138,Northern Hemisphere
25.0385,-99.6066,Northern Hemisphere
-42.2618,-167.7969,Southern Hemisphere
-43.8016,-179.7694,Southern Hemisphere
-20.5313,-5.5617,Southern Hemisphere
69.2194,68.1683,Northern Hemisphere
8.2843,86.3081,Northern Hemisphere
65.5291,123.6889,Northern Hemisphere
-60.7218,-27.7628,Southern Hemisphere
-36.9164,-8.7008,Southern Hemisphere
-76.6439,-112.4176,Southern Hemisphere
41.7573,161.6624,Northern Hemisphere
-73.2412,-69.5439,Southern Hemisphere
-3.1074,-10.3604,Southern Hemisphere
-60.3005,28.2787,Southern Hemisphere
-71.7736,-145.8028,Southern Hemisphere
35.4954,131.3953,Northern Hemisphere
-42.2523,-137.2413,Southern Hemisphere
-81.0656,-28.8262,Southern Hemisphere
-62.3538,-103.0309,Southern Hemisphere
-36.9811,-71.9612,Southern Hemisphere
-54.0585,-149.2502,Southern Hemisphere
-37.4739,-28.1216,Southern Hemisphere
-34.4964,-91.9626,Southern Hemisphere
28.9872,97.9427,Northern Hemisphere
-56.7214,66.4923,Southern Hemisphere
-9.7605,-96.2896,Southern Hemisphere
-49.2764,-168.9049,Southern Hemisphere
45.4023,15.4273,Northern Hemisphere
-28.1176,-5.273,Southern Hemisphere
16.1508,151.3435,Northern Hemisphere
57.3129,96.3926,Northern Hemisphere
66.0409,158.6977,Northern Hemisphere
-4.2728,-17.5001,Southern Hemisphere
38.575,162.0819,Northern Hemisphere
54.0811,111.6492,Northern Hemisphere
-68.3493,-148.8818,Southern Hemisphere
87.1862,-34.4771,Northern Hemisphere
-67.2865,-2.1096,Southern Hemisphere
-11.6292,112.9007,Southern Hemisphere
60.1395,163.9448,Northern Hemisphere
74.5513,69.8578,Northern Hemisphere
-18.4761,-130.2839,Southern Hemisphere
-7.5317,141.5791,Southern Hemisphere
22.1504,75.5269,Northern Hemisphere
-15.4004,-74.1719,Southern Hemisphere
46.5079,-13.5129,Northern Hemisphere
11.2831,51.4967,Northern Hemisphere
6.414,73.9602,Northern Hemisphere
-21.0522,-70.3868,Southern Hemisphere
-83.2562,-154.1065,Southern Hemisphere
19.5579,6.9809,Northern Hemisphere
70.1234,42.7643,Northern Hemisphere
44.235,-18.5344,Northern Hemisphere
-86.3581,-125.4501,Southern Hemisphere
-39.5376,-54.6871,Southern Hemisphere
-72.3209,24.1894,Southern Hemisphere
85.3595,148.6482,Northern Hemisphere
-41.5044,-63.8001,Southern Hemisphere
-56.1716,-31.6855,Southern Hemisphere
43.3701,156.094,Northern Hemisphere
57.7831,28.615,Northern Hemisphere
-33.9978,-155.583,Southern Hemisphere
63.2332,-174.7893,Northern Hemisphere
-55.3026,-29.3442,Southern Hemisphere
-45.0918,-14.7544,Southern Hemisphere
36.8341,148.2311,Northern Hemisphere
0.9227,22.2971,Northern Hemisphere
-84.4986,-73.0722,Southern Hemisphere
-58.0349,105.6384,Southern Hemisphere
-27.0432,-18.9915,Southern Hemisphere
44.813,51.3125,Northern Hemisphere
-20.4182,-76.9935,Southern Hemisphere
83.6852,-63.4716,Northern Hemisphere
31.9851,73.7113,Northern Hemisphere
-86.3906,-41.8369,Southern Hemisphere
-88.3984,116.5269,Southern Hemisphere
18.2056,45.4303,Northern Hemisphere
54.9154,174.0644,Northern Hemisphere
25.6933,67.7656,Northern Hemisphere
-27.2323,-95.9944,Southern Hemisphere
31.8953,71.4875,Northern Hemisphere
-71.5838,-60.776,Southern Hemisphere
61.7911,116.5216,Northern Hemisphere
19.629,19.4588,Northern Hemisphere
-78.5093,115.3071,Southern Hemisphere
65.0685,127.9969,Northern Hemisphere
70.6273,26.9873,Northern Hemisphere
47.7854,-35.0226,Northern Hemisphere
54.4255,118.8955,Northern Hemisphere
32.536,117.9721,Northern Hemisphere
89.5444,75.3418,Northern Hemisphere
-20.1105,-52.5476,Southern Hemisphere
12.9676,130.779,Northern Hemisphere
-49.9746,-38.7185,Southern Hemisphere
73.1748,91.3167,Northern Hemisphere
62.1755,157.7691,Northern Hemisphere
-57.3955,-156.9701,Southern Hemisphere
-43.4427,-42.6747,Southern Hemisphere
-57.0477,-119.5862,Southern Hemisphere
-73.926,-46.0422,Southern Hemisphere
-34.7247,-120.3629,Southern Hemisphere
-43.0993,-26.7815,Southern Hemisphere
-5.3034,105.0434,Southern Hemisphere
79.9742,160.0967,Northern Hemisphere
0.0859,-111.2995,Northern Hemisphere
-36.296,-26.2368,Southern Hemisphere
-65.2743,-106.3455,Southern Hemisphere
12.4926,-97.6371,Northern Hemisphere
-33.051,-39.7906,Southern Hemisphere
-2.2354,-148.1716,Southern Hemisphere
24.2098,49.235,Northern Hemisphere
47.0148,137.6071,Northern Hemisphere
-1.8761,-164.1526,Southern Hemisphere
20.6064,72.6108,Northern Hemisphere
83.759,6.7906,Northern Hemisphere
-54.1054,-177.4661,Southern Hemisphere
-32.0016,-145.6962,Southern Hemisphere
31.8147,44.7882,Northern Hemisphere
34.8345,23.2075,Northern Hemisphere
-20.9609,-149.9364,Southern Hemisphere
58.2919,52.349,Northern Hemisphere
41.0097,60.8103,Northern Hemisphere
69.8353,-118.3081,Northern Hemisphere
72.2491,33.9167,Northern Hemisphere
80.6552,-107.3895,Northern Hemisphere
-48.8847,-156.383,Southern Hemisphere
42.1338,30.4173,Northern Hemisphere
-24.0135,-173.2746,Southern Hemisphere
67.7779,96.252,Northern Hemisphere
-81.2543,119.1546,Southern Hemisphere
27.6422,124.155,Northern Hemisphere
-14.9804,-81.4892,Southern Hemisphere
-4.6087,-54.8654,Southern Hemisphere
23.456,119.0996,Northern Hemisphere
29.2469,109.0142,Northern Hemisphere
-65.3106,-161.1154,Southern Hemisphere
39.3779,20.5223,Northern Hemisphere
-70.8725,-144.0451,Southern Hemisphere
-42.6611,-143.6988,Southern Hemisphere
36.6186,7.093,Northern Hemisphere
-0.6562,-12.0376,Southern Hemisphere
-30.4913,-59.106,Southern Hemisphere
73.2384,120.4239,Northern Hemisphere
-63.154,-87.893,Southern Hemisphere
40.2415,46.0606,Northern Hemisphere
-48.3911,53.284,Southern Hemisphere
-6.4301,-148.5537,Southern Hemisphere
-82.9,-35.7127,Southern Hemisphere
-33.7127,-162.9003,Southern Hemisphere
46.4767,153.3598,Northern Hemisphere
29.4039,64.3549,Northern Hemisphere
-11.2114,-21.8744,Southern Hemisphere
-73.2688,-147.0835,Southern Hemisphere
-17.86,48.93,Southern Hemisphere
-20.5712,143.9818,Southern Hemisphere
26.7924,20.3502,Northern Hemisphere
35.3106,169.6441,Northern Hemisphere
-61.3088,-73.6649,Southern Hemisphere
54.4077,32.6269,Northern Hemisphere
-21.6449,-174.8131,Southern Hemisphere
33.2035,175.22,Northern Hemisphere
-66.482,20.3287,Southern Hemisphere
-15.9688,-132.9097,Southern Hemisphere
-33.4372,-57.9728,Southern Hemisphere
48.1552,101.7022,Northern Hemisphere
86.0212,60.8941,Northern Hemisphere
4.1586,17.1436,Northern Hemisphere
29.1084,62.2349,Northern Hemisphere
31.7332,151.0259,Northern Hemisphere
10.502,-170.1781,Northern Hemisphere
25.8118,152.7922,Northern Hemisphere
63.3368,-166.5243,Northern Hemisphere
-1.5034,-5.3739,Southern Hemisphere
-80.9369,-64.2029,Southern Hemisphere
-17.4101,-97.363,Southern Hemisphere
54.227,154.1861,Northern Hemisphere
-9.5277,-90.4728,Southern Hemisphere
27.6071,74.2209,Northern Hemisphere
10.2836,16.3612,Northern Hemisphere
18.7566,54.8276,Northern Hemisphere
1.5008,120.8654,Northern Hemisphere
81.0639,9.7695,Northern Hemisphere
-49.8747,-79.1728,Southern Hemisphere
21.5564,118.2901,Northern Hemisphere
38.8644,136.6776,Northern Hemisphere
-50.0855,-30.6209,Southern Hemisphere
83.5981,93.9573,Northern Hemisphere
36.3773,29.548,Northern Hemisphere
-64.7191,-50.1194,Southern Hemisphere
-70.7469,-146.2422,Southern Hemisphere
77.4389,82.2683,Northern Hemisphere
50.6557,19.3978,Northern Hemisphere
-15.3953,150.7439,Southern Hemisphere
15.986,81.0908,Northern Hemisphere
28.5222,-155.7655,Northern Hemisphere
-0.2108,-171.2571,Southern Hemisphere
78.3555,86.9278,Northern Hemisphere
1.4999,-148.1036,Northern Hemisphere
14.1398,23.1087,Northern Hemisphere
-20.267,-21.1147,Southern Hemisphere
0.7398,176.3101,Northern Hemisphere
74.8638,49.2473,Northern Hemisphere
83.4468,-98.4878,Northern Hemisphere
-65.9931,-53.9974,Southern Hemisphere
44.7168,126.269,Northern Hemisphere
64.9274,168.3922,Northern Hemisphere
23.865,112.3502,Northern Hemisphere
-37.6957,-58.9727,Southern Hemisphere
86.6404,172.4988,Northern Hemisphere
0.7008,58.0287,Northern Hemisphere
-69.2271,-93.5334,Southern Hemisphere
12.7149,75.146,Northern Hemisphere
44.6164,51.467,Northern Hemisphere
62.5142,94.0914,Northern Hemisphere
-85.451,-59.3542,Southern Hemisphere
-54.0176,-151.0316,Southern Hemisphere
-38.4092,-28.9113,Southern Hemisphere
34.3071,135.6469,Northern Hemisphere
-84.1849,-161.5536,Southern Hemisphere
66.2464,155.6715,Northern Hemisphere
43.6343,42.7672,Northern Hemisphere
51.1753,51.775,Northern Hemisphere
29.6088,-110.2402,Northern Hemisphere
82.2064,-123.7223,Northern Hemisphere
9.3824,45.2414,Northern Hemisphere
21.7011,156.6213,Northern Hemisphere
59.397,-53.1668,Northern Hemisphere
26.5738,98.3907,Northern Hemisphere
18.6097,173.5722,Northern Hemisphere
-37.048,-57.1214,Southern Hemisphere
-56.3442,-87.5076,Southern Hemisphere
-22.1043,-79.8122,Southern Hemisphere
-66.588,-134.0971,Southern Hemisphere
-30.4987,-152.135,Southern Hemisphere
-62.3334,-170.846,Southern Hemisphere
77.8287,119.1402,Northern Hemisphere
-1.7008,-115.5446,Southern Hemisphere
51.1257,39.5932,Northern Hemisphere
-56.9036,-89.0747,Southern Hemisphere
-15.1324,-163.4498,Southern Hemisphere
-50.1843,-120.261,Southern Hemisphere
-25.0564,-44.522,Southern Hemisphere
5.4898,-31.7361,Northern Hemisphere
86.604,120.4089,Northern Hemisphere
-9.7799,110.4662,Southern Hemisphere
21.8037,-57.1408,Northern Hemisphere
-32.2313,170.0978,Southern Hemisphere
-20.5423,-129.0908,Southern Hemisphere
74.0405,67.4924,Northern Hemisphere
54.507,7.8933,Northern Hemisphere
71.6907,92.501,Northern Hemisphere
80.6781,172.1297,Northern Hemisphere
6.8355,11.7849,Northern Hemisphere
30.6603,155.6912,Northern Hemisphere
-13.6423,-83.2042,Southern Hemisphere
36.4937,-40.4628,Northern Hemisphere
26.381,-45.5597,Northern Hemisphere
-62.3242,-120.2912,Southern Hemisphere
-74.2462,-37.0413,Southern Hemisphere
10.4552,40.9762,Northern Hemisphere
-43.4434,-66.5609,Southern Hemisphere
-12.0555,-58.8062,Southern Hemisphere
6.2702,111.3029,Northern Hemisphere
46.0729,126.1588,Northern Hemisphere
-76.9339,19.1044,Southern Hemisphere
51.6405,15.5709,Northern Hemisphere
47.7494,71.1204,Northern Hemisphere
28.9302,96.0242,Northern Hemisphere
-65.4513,-36.4528,Southern Hemisphere
8.2304,-154.0664,Northern Hemisphere
31.912,-36.8969,Northern Hemisphere
41.2784,170.9037,Northern Hemisphere
9.6344,22.1823,Northern Hemisphere
-89.0946,-83.3126,Southern Hemisphere
80.4563,134.6934,Northern Hemisphere
72.6383,74.2778,Northern Hemisphere
26.2677,28.9718,Northern Hemisphere
-50.2582,-145.0213,Southern Hemisphere
-57.3556,-26.5948,Southern Hemisphere
63.2498,-1.0237,Northern Hemisphere
-6.9723,-127.6825,Southern Hemisphere
-77.8747,-49.3939,Southern Hemisphere
-2.3057,-156.9213,Southern Hemisphere
27.9851,111.5128,Northern Hemisphere
72.0213,81.1163,Northern Hemisphere
20.9416,105.1506,Northern Hemisphere
11.7994,56.94,Northern Hemisphere
-12.9047,-135.6885,Southern Hemisphere
-50.1254,-101.4977,Southern Hemisphere
61.2198,131.9351,Northern Hemisphere
68.0194,64.5735,Northern Hemisphere
-35.0151,-148.3614,Southern Hemisphere
19.193,154.5685,Northern Hemisphere
-64.7997,-132.6178,Southern Hemisphere
69.5404,13.572,Northern Hemisphere
-86.6465,-174.385,Southern Hemisphere
14.7403,106.2065,Northern Hemisphere
73.1346,97.8245,Northern Hemisphere
89.7711,139.5355,Northern Hemisphere
-24.1526,-41.0139,Southern Hemisphere
41.9808,83.6462,Northern Hemisphere
1.8742,90.3901,Northern Hemisphere
29.2821,145.1772,Northern Hemisphere
20.5265,92.5446,Northern Hemisphere
-9.6803,-9.2319,Southern Hemisphere
28.6944,-47.5344,Northern Hemisphere
-2.9694,-140.6126,Southern Hemisphere
-2.2244,-113.5017,Southern Hemisphere
-82.2945,-16.6093,Southern Hemisphere
-24.9748,-98.1642,Southern Hemisphere
-81.6413,58.3328,Southern Hemisphere
36.6725,149.3365,Northern Hemisphere
60.277,97.983,Northern Hemisphere
-58.707,-114.2466,Southern Hemisphere
27.6006,92.9993,Northern Hemisphere
-22.2608,92.9469,Southern Hemisphere
-26.4784,87.6351,Southern Hemisphere
-3.2202,-89.6693,Southern Hemisphere
-64.9857,-166.1241,Southern Hemisphere
25.8259,33.643,Northern Hemisphere
-24.7999,-158.7006,Southern Hemisphere
-48.5377,-50.354,Southern Hemisphere
-3.327,-142.0733,Southern Hemisphere
-60.9757,-175.9597,Southern Hemisphere
-82.234,-150.9968,Southern Hemisphere
23.3173,103.0085,Northern Hemisphere
-79.9358,-147.5932,Southern Hemisphere
82.4829,101.4488,Northern Hemisphere
-86.6484,-60.8859,Southern Hemisphere
-38.9782,-99.1434,Southern Hemisphere
88.6996,-149.298,Northern Hemisphere
59.4654,143.0309,Northern Hemisphere
57.6816,118.7368,Northern Hemisphere
-42.3863,-118.3192,Southern Hemisphere
-8.3754,-138.6335,Southern Hemisphere
-20.6169,-143.5773,Southern Hemisphere
64.7265,75.5631,Northern Hemisphere
-63.079,-94.3435,Southern Hemisphere
20.6547,141.0963,Northern Hemisphere
0.5993,86.8034,Northern Hemisphere
-66.5408,-31.0461,Southern Hemisphere
71.4544,116.8617,Northern Hemisphere
3.968,7.8189,Northern Hemisphere
5.367,144.414,Northern Hemisphere
52.12,106.0287,Northern Hemisphere
43.4509,125.4074,Northern Hemisphere
-72.411,-94.1146,Southern Hemisphere
-48.1477,50.988,Southern Hemisphere
67.8179,34.0238,Northern Hemisphere
37.6468,104.0377,Northern Hemisphere
-68.7909,-62.1817,Southern Hemisphere
33.798,65.2086,Northern Hemisphere
-62.1399,-134.3461,Southern Hemisphere
63.8958,65.8159,Northern Hemisphere
-40.3991,-44.1051,Southern Hemisphere
