latitude,longitude,classification
-1,-66.6431,Southern Hemisphere
-1,-102.2158,Southern Hemisphere
-2,-21.0425,Southern Hemisphere
2,69.9904,Northern Hemisphere
-1,-44.5814,Southern Hemisphere
-2,-36.0896,Southern Hemisphere
-1,-144.5266,Southern Hemisphere
-2,-24.7254,Southern Hemisphere
1,110.0355,Northern Hemisphere
-2,-27.8068,Southern Hemisphere
-1,-52.9221,Southern Hemisphere
1,106.2303,Northern Hemisphere
-1,-137.0569,Southern Hemisphere
-2,-55.1814,Southern Hemisphere
2,24.8161,Northern Hemisphere
2,87.6006,Northern Hemisphere
-1,-91.8644,Southern Hemisphere
-1,-28.4427,Southern Hemisphere
-2,-8.6684,Southern Hemisphere
2,146.7389,Northern Hemisphere
2,88.5107,Northern Hemisphere
2,14.8807,Northern Hemisphere
-2,-140.3047,Southern Hemisphere
-2,-83.2304,Southern Hemisphere
-1,-78.1829,Southern Hemisphere
2,20.378,Northern Hemisphere
-2,-82.2409,Southern Hemisphere
1,136.2215,Northern Hemisphere
2,178.1596,Northern Hemisphere
-2,-62.3391,Southern Hemisphere
-1,-0.1237,Southern Hemisphere
2,155.1959,Northern Hemisphere
-2,-1.0876,Southern Hemisphere
-1,-47.2297,Southern Hemisphere
1,109.8471,Northern Hemisphere
2,25.0623,Northern Hemisphere
-1,-35.0207,Southern Hemisphere
1,107.4344,Northern Hemisphere
-1,-53.2703,Southern Hemisphere
1,171.4315,Northern Hemisphere
-2,-44.9831,Southern Hemisphere
2,178.6475,Northern Hemisphere
-1,-156.1156,Southern Hemisphere
-1,-30.8733,Southern Hemisphere
2,103.9366,Northern Hemisphere
1,67.531,Northern Hemisphere
-2,-21.5775,Southern Hemisphere
-2,-45.0356,Southern Hemisphere
1,87.848,Northern Hemisphere
-2,-27.5099,Southern Hemisphere
-2,-97.4791,Southern Hemisphere
1,143.222,Northern Hemisphere
2,77.3358,Northern Hemisphere
-1,-121.8843,Southern Hemisphere
1,104.0281,Northern Hemisphere
2,160.9478,Northern Hemisphere
-2,-67.2877,Southern Hemisphere
2,167.2979,Northern Hemisphere
-1,-179.8783,Southern Hemisphere
2,123.9465,Northern Hemisphere
-1,-125.6642,Southern Hemisphere
1,64.8784,Northern Hemisphere
-2,-17.316,Southern Hemisphere
-1,-67.3912,Southern Hemisphere
-1,-163.5841,Southern Hemisphere
-2,-94.1748,Southern Hemisphere
-1,-86.5,Southern Hemisphere
2,125.2075,Northern Hemisphere
-2,-103.9835,Southern Hemisphere
-1,-138.7896,Southern Hemisphere
-2,-161.5631,Southern Hemisphere
1,53.866,Northern Hemisphere
2,135.5684,Northern Hemisphere
-1,-58.1153,Southern Hemisphere
-2,-178.4745,Southern Hemisphere
-1,-49.9622,Southern Hemisphere
-1,-69.1063,Southern Hemisphere
2,15.6038,Northern Hemisphere
-2,-157.8317,Southern Hemisphere
2,77.29,Northern Hemisphere
-1,-63.9683,Southern Hemisphere
-1,-71.9986,Southern Hemisphere
1,124.2857,Northern Hemisphere
1,109.2468,Northern Hemisphere
-1,-126.8024,Southern Hemisphere
-2,-37.12,Southern Hemisphere
-1,-159.7061,Southern Hemisphere
2,12.7822,Northern Hemisphere
-2,-11.8936,Southern Hemisphere
-1,-28.9848,Southern Hemisphere
2,122.9296,Northern Hemisphere
2,138.6661,Northern Hemisphere
-2,-177.5172,Southern Hemisphere
-1,-169.1156,Southern Hemisphere
2,113.1427,Northern Hemisphere
2,72.4099,Northern Hemisphere
-1,-124.2168,Southern Hemisphere
-1,-152.0321,Southern Hemisphere
1,114.173,Northern Hemisphere
-2,-101.2525,Southern Hemisphere
-1,-164.4817,Southern Hemisphere
2,110.2134,Northern Hemisphere
-2,-46.4952,Southern Hemisphere
-1,-52.5779,Southern Hemisphere
-2,-8.4571,Southern Hemisphere
1,22.8475,Northern Hemisphere
1,21.2502,Northern Hemisphere
-2,-102.7216,Southern Hemisphere
-2,-4.4909,Southern Hemisphere
-2,-88.0593,Southern Hemisphere
-2,-77.9605,Southern Hemisphere
1,139.1992,Northern Hemisphere
-2,-88.4115,Southern Hemisphere
-2,-177.7881,Southern Hemisphere
-2,-111.0637,Southern Hemisphere
-1,-7.1384,Southern Hemisphere
-2,-15.4894,Southern Hemisphere
2,44.6874,Northern Hemisphere
1,14.0197,Northern Hemisphere
1,121.1986,Northern Hemisphere
-2,-35.2192,Southern Hemisphere
-2,-167.5932,Southern Hemisphere
2,139.2349,Northern Hemisphere
1,99.5565,Northern Hemisphere
-2,-127.5129,Southern Hemisphere
1,43.6651,Northern Hemisphere
1,88.8049,Northern Hemisphere
-1,-81.6193,Southern Hemisphere
-1,-12.1684,Southern Hemisphere
-2,-117.6437,Southern Hemisphere
-2,-179.7368,Southern Hemisphere
2,130.8987,Northern Hemisphere
-2,-3.0392,Southern Hemisphere
2,10.7811,Northern Hemisphere
-1,-163.2552,Southern Hemisphere
-1,-86.4433,Southern Hemisphere
1,134.6219,Northern Hemisphere
-2,-65.3012,Southern Hemisphere
2,102.2077,Northern Hemisphere
2,23.5275,Northern Hemisphere
1,56.7016,Northern Hemisphere
2,132.3635,Northern Hemisphere
1,42.05,Northern Hemisphere
-1,-41.3736,Southern Hemisphere
-2,-150.4125,Southern Hemisphere
2,21.7326,Northern Hemisphere
1,37.3745,Northern Hemisphere
1,153.4468,Northern Hemisphere
-2,-56.5101,Southern Hemisphere
-2,-25.8168,Southern Hemisphere
-1,-135.3206,Southern Hemisphere
1,8.8111,Northern Hemisphere
1,178.3218,Northern Hemisphere
-2,-26.1718,Southern Hemisphere
-1,-161.6567,Southern Hemisphere
-1,-168.8995,Southern Hemisphere
-1,-31.7388,Southern Hemisphere
1,168.7635,Northern Hemisphere
-2,-133.4123,Southern Hemisphere
-2,-168.395,Southern Hemisphere
2,16.5562,Northern Hemisphere
1,169.6105,Northern Hemisphere
-2,-76.7008,Southern Hemisphere
2,68.8913,Northern Hemisphere
2,38.6489,Northern Hemisphere
-1,-99.7179,Southern Hemisphere
-1,-68.5482,Southern Hemisphere
-1,-90.1995,Southern Hemisphere
2,50.3597,Northern Hemisphere
-1,-64.3225,Southern Hemisphere
-1,-35.6097,Southern Hemisphere
-2,-39.2552,Southern Hemisphere
1,140.6583,Northern Hemisphere
1,90.4308,Northern Hemisphere
2,4.6913,Northern Hemisphere
-1,-34.0759,Southern Hemisphere
1,178.4756,Northern Hemisphere
1,179.929,Northern Hemisphere
-1,-61.7644,Southern Hemisphere
1,142.4227,Northern Hemisphere
-2,-9.3956,Southern Hemisphere
2,151.06,Northern Hemisphere
-1,-73.3465,Southern Hemisphere
1,5.0772,Northern Hemisphere
1,101.4492,Northern Hemisphere
-1,-34.1278,Southern Hemisphere
2,31.6002,Northern Hemisphere
-2,-138.1278,Southern Hemisphere
-1,-93.962,Southern Hemisphere
1,36.2636,Northern Hemisphere
-1,-148.0572,Southern Hemisphere
1,26.5882,Northern Hemisphere
-1,-27.6334,Southern Hemisphere
1,67.2463,Northern Hemisphere
2,60.581,Northern Hemisphere
1,28.3507,Northern Hemisphere
2,172.9192,Northern Hemisphere
1,174.3737,Northern Hemisphere
1,106.011,Northern Hemisphere
-1,-47.8809,Southern Hemisphere
1,131.1896,Northern Hemisphere
2,138.7495,Northern Hemisphere
-2,-122.721,Southern Hemisphere
-1,-161.2602,Southern Hemisphere
2,134.1618,Northern Hemisphere
-1,-122.4866,Southern Hemisphere
-2,-59.3956,Southern Hemisphere
1,47.7382,Northern Hemisphere
-1,-116.9134,Southern Hemisphere
-2,-171.3335,Southern Hemisphere
2,174.4383,Northern Hemisphere
2,68.1683,Northern Hemisphere
2,86.3081,Northern Hemisphere
-1,-166.7323,Southern Hemisphere
-2,-122.631,Southern Hemisphere
-2,-149.3811,Southern Hemisphere
2,13.5004,Northern Hemisphere
-2,-2.6503,Southern Hemisphere
2,77.6382,Northern Hemisphere
-1,-101.8439,Southern Hemisphere
-2,-143.0009,Southern Hemisphere
-1,-80.2598,Southern Hemisphere
1,53.5321,Northern Hemisphere
-2,-77.0814,Southern Hemisphere
2,64.9492,Northern Hemisphere
2,148.3015,Northern Hemisphere
2,4.6324,Northern Hemisphere
-1,-4.1296,Southern Hemisphere
2,55.5036,Northern Hemisphere
2,161.0779,Northern Hemisphere
1,97.9427,Northern Hemisphere
-1,-111.3399,Southern Hemisphere
-1,-132.6067,Southern Hemisphere
2,150.6742,Northern Hemisphere
-2,-54.6352,Southern Hemisphere
-2,-118.1176,Southern Hemisphere
2,106.1508,Northern Hemisphere
-2,-32.6871,Southern Hemisphere
2,123.6722,Northern Hemisphere
2,42.4156,Northern Hemisphere
1,162.4999,Northern Hemisphere
-2,-17.9181,Southern Hemisphere
-1,-43.706,Southern Hemisphere
-1,-149.9103,Southern Hemisphere
-1,-157.2865,Southern Hemisphere
2,122.9626,Northern Hemisphere
-1,-67.0993,Southern Hemisphere
1,130.8785,Northern Hemisphere
-2,-79.8544,Southern Hemisphere
1,93.5439,Northern Hemisphere
-2,-67.8496,Southern Hemisphere
2,26.9356,Northern Hemisphere
-2,-78.7169,Southern Hemisphere
-2,-23.8545,Southern Hemisphere
1,47.5446,Northern Hemisphere
2,85.1484,Northern Hemisphere
-1,-154.1065,Southern Hemisphere
2,160.1234,Northern Hemisphere
1,8.8724,Northern Hemisphere
2,161.4656,Northern Hemisphere
-2,-37.1426,Southern Hemisphere
1,88.4915,Northern Hemisphere
-2,-138.9677,Southern Hemisphere
1,79.7599,Northern Hemisphere
1,75.0191,Northern Hemisphere
-2,-141.9497,Southern Hemisphere
2,136.7088,Northern Hemisphere
1,92.7485,Northern Hemisphere
-1,-52.2775,Southern Hemisphere
2,153.2332,Northern Hemisphere
-2,-22.4675,Southern Hemisphere
-1,-135.0918,Southern Hemisphere
2,64.8675,Northern Hemisphere
-1,-31.7689,Southern Hemisphere
2,22.2971,Northern Hemisphere
-2,-92.0184,Southern Hemisphere
2,156.6865,Northern Hemisphere
1,150.7777,Northern Hemisphere
1,123.9931,Northern Hemisphere
1,8.9372,Northern Hemisphere
-1,-63.4716,Southern Hemisphere
-1,-106.2887,Southern Hemisphere
-2,-5.9151,Southern Hemisphere
-2,-156.1835,Southern Hemisphere
-1,-178.4765,Southern Hemisphere
1,169.7409,Northern Hemisphere
1,67.7656,Northern Hemisphere
1,39.2776,Northern Hemisphere
1,148.3759,Northern Hemisphere
2,1.3226,Northern Hemisphere
1,106.8791,Northern Hemisphere
1,19.4588,Northern Hemisphere
-2,-130.233,Southern Hemisphere
1,47.0064,Northern Hemisphere
1,93.1128,Northern Hemisphere
-1,-35.0226,Southern Hemisphere
2,122.536,Northern Hemisphere
-2,-0.4556,Southern Hemisphere
1,72.8278,Northern Hemisphere
-2,-0.9443,Southern Hemisphere
-1,-51.5935,Southern Hemisphere
2,120.9363,Northern Hemisphere
1,151.315,Northern Hemisphere
-1,-95.2594,Southern Hemisphere
1,100.6257,Northern Hemisphere
-1,-18.0736,Southern Hemisphere
-2,-139.801,Southern Hemisphere
1,159.6318,Northern Hemisphere
1,52.9292,Northern Hemisphere
-2,-24.0492,Southern Hemisphere
-2,-144.9821,Southern Hemisphere
-2,-111.2995,Southern Hemisphere
1,156.7528,Northern Hemisphere
-1,-143.9466,Southern Hemisphere
2,160.7121,Northern Hemisphere
2,155.2309,Northern Hemisphere
-1,-92.2354,Southern Hemisphere
-1,-169.5576,Southern Hemisphere
2,137.0148,Northern Hemisphere
-1,-151.4817,Southern Hemisphere
-2,-101.9319,Southern Hemisphere
2,173.759,Northern Hemisphere
2,96.0809,Northern Hemisphere
1,160.5612,Northern Hemisphere
-1,-179.2577,Southern Hemisphere
-1,-22.1427,Southern Hemisphere
1,69.0391,Northern Hemisphere
1,148.2919,Northern Hemisphere
1,82.0667,Northern Hemisphere
1,123.6204,Northern Hemisphere
-1,-17.7509,Southern Hemisphere
1,29.679,Northern Hemisphere
2,40.3778,Northern Hemisphere
-1,-176.0556,Southern Hemisphere
-1,-52.0002,Southern Hemisphere
-2,-64.7422,Southern Hemisphere
-2,-171.3671,Southern Hemisphere
-2,-176.4465,Southern Hemisphere
-2,-111.5543,Southern Hemisphere
1,27.5629,Northern Hemisphere
-2,-60.9004,Southern Hemisphere
1,126.1307,Northern Hemisphere
2,18.8846,Northern Hemisphere
-2,-38.7432,Southern Hemisphere
2,35.9549,Northern Hemisphere
1,175.1616,Northern Hemisphere
1,53.1632,Northern Hemisphere
-2,-16.1358,Southern Hemisphere
2,0.4928,Northern Hemisphere
-2,-29.6582,Southern Hemisphere
2,16.2149,Northern Hemisphere
-2,-161.7677,Southern Hemisphere
1,82.2152,Northern Hemisphere
1,9.0144,Northern Hemisphere
-1,-26.5952,Southern Hemisphere
1,56.2873,Northern Hemisphere
-2,-43.5233,Southern Hemisphere
-2,-155.089,Southern Hemisphere
-1,-18.985,Southern Hemisphere
1,16.7312,Northern Hemisphere
1,72.14,Northern Hemisphere
2,69.4288,Northern Hemisphere
2,116.7924,Northern Hemisphere
-1,-54.6894,Southern Hemisphere
-2,-28.017,Southern Hemisphere
-2,-73.6649,Southern Hemisphere
2,68.3551,Northern Hemisphere
1,155.2636,Northern Hemisphere
-1,-92.1379,Southern Hemisphere
2,11.4005,Northern Hemisphere
1,156.2998,Northern Hemisphere
-1,-59.428,Southern Hemisphere
1,123.8835,Northern Hemisphere
-2,-49.2026,Southern Hemisphere
2,121.7332,Northern Hemisphere
2,148.7588,Northern Hemisphere
-2,-11.8131,Southern Hemisphere
2,156.4948,Northern Hemisphere
-2,-122.2859,Southern Hemisphere
1,9.0631,Northern Hemisphere
-1,-111.8452,Southern Hemisphere
-1,-100.046,Southern Hemisphere
2,89.7221,Northern Hemisphere
1,89.5272,Northern Hemisphere
-2,-105.7791,Southern Hemisphere
-2,-37.479,Southern Hemisphere
1,101.2199,Northern Hemisphere
2,65.4016,Northern Hemisphere
-2,-28.0229,Southern Hemisphere
1,111.5564,Northern Hemisphere
2,65.393,Northern Hemisphere
2,136.6776,Northern Hemisphere
-1,-116.075,Southern Hemisphere
1,67.3003,Northern Hemisphere
-2,-150.452,Southern Hemisphere
-1,-46.348,Southern Hemisphere
2,109.9533,Northern Hemisphere
-1,-26.605,Southern Hemisphere
-1,-39.3443,Southern Hemisphere
1,74.6047,Northern Hemisphere
-2,-98.9092,Southern Hemisphere
-1,-179.2192,Southern Hemisphere
-2,-102.0941,Southern Hemisphere
2,140.5947,Northern Hemisphere
-1,-148.743,Southern Hemisphere
-1,-61.6461,Southern Hemisphere
1,69.2393,Northern Hemisphere
-1,-6.5532,Southern Hemisphere
1,24.0069,Northern Hemisphere
2,159.5586,Northern Hemisphere
1,98.6051,Northern Hemisphere
1,168.3922,Northern Hemisphere
-1,-67.6498,Southern Hemisphere
1,165.8145,Northern Hemisphere
-1,-62.9845,Southern Hemisphere
-1,-55.0238,Southern Hemisphere
1,136.9395,Northern Hemisphere
2,169.6813,Northern Hemisphere
2,160.8959,Northern Hemisphere
1,76.0295,Northern Hemisphere
-2,-175.451,Southern Hemisphere
-1,-169.8111,Southern Hemisphere
1,28.9684,Northern Hemisphere
1,26.3571,Northern Hemisphere
-2,-126.8747,Southern Hemisphere
-2,-98.533,Southern Hemisphere
-1,-78.9713,Southern Hemisphere
-1,-36.5699,Southern Hemisphere
1,8.4564,Northern Hemisphere
2,172.2064,Northern Hemisphere
1,9.6844,Northern Hemisphere
1,156.393,Northern Hemisphere
2,164.0675,Northern Hemisphere
1,98.3907,Northern Hemisphere
-1,-6.4278,Southern Hemisphere
1,177.0216,Northern Hemisphere
-2,-148.7169,Southern Hemisphere
-2,-102.8686,Southern Hemisphere
1,105.1175,Northern Hemisphere
1,83.9396,Northern Hemisphere
-1,-12.8469,Southern Hemisphere
-2,-67.434,Southern Hemisphere
1,103.0819,Northern Hemisphere
1,127.3827,Northern Hemisphere
-1,-86.2909,Southern Hemisphere
-1,-83.3335,Southern Hemisphere
-2,-20.9886,Southern Hemisphere
1,52.8434,Northern Hemisphere
2,148.2639,Northern Hemisphere
-2,-117.7187,Southern Hemisphere
-1,-69.5338,Southern Hemisphere
-1,-57.1408,Southern Hemisphere
1,143.3172,Northern Hemisphere
-2,-82.7573,Southern Hemisphere
1,93.0362,Northern Hemisphere
1,91.5724,Northern Hemisphere
2,161.6907,Northern Hemisphere
-1,-165.1778,Southern Hemisphere
-2,-7.8703,Southern Hemisphere
-2,-142.0593,Southern Hemisphere
-1,-103.6423,Southern Hemisphere
-2,-30.8252,Southern Hemisphere
2,169.1552,Northern Hemisphere
-1,-50.9637,Southern Hemisphere
-2,-170.2317,Southern Hemisphere
1,103.4932,Northern Hemisphere
-1,-106.6261,Southern Hemisphere
2,77.9445,Northern Hemisphere
-2,-158.705,Southern Hemisphere
-2,-68.6971,Southern Hemisphere
-2,-166.9339,Southern Hemisphere
-2,-56.5418,Southern Hemisphere
-2,-13.1956,Southern Hemisphere
2,118.9302,Northern Hemisphere
2,39.5758,Northern Hemisphere
2,152.9041,Northern Hemisphere
1,25.9336,Northern Hemisphere
1,2.007,Northern Hemisphere
-1,-179.0946,Southern Hemisphere
2,170.4563,Northern Hemisphere
1,133.4575,Northern Hemisphere
1,163.013,Northern Hemisphere
-1,-140.2582,Southern Hemisphere
1,32.6444,Northern Hemisphere
-2,-12.1734,Southern Hemisphere
2,13.166,Northern Hemisphere
-2,-144.4648,Southern Hemisphere
2,64.2849,Northern Hemisphere
-1,-68.4872,Southern Hemisphere
-1,-98.8837,Southern Hemisphere
1,27.4311,Northern Hemisphere
1,172.5586,Northern Hemisphere
-1,-135.6885,Southern Hemisphere
-1,-64.6491,Southern Hemisphere
1,24.175,Northern Hemisphere
1,83.3127,Northern Hemisphere
1,87.6548,Northern Hemisphere
-2,-70.807,Southern Hemisphere
1,25.2003,Northern Hemisphere
-1,-20.4596,Southern Hemisphere
-2,-19.4211,Southern Hemisphere
-2,-75.7979,Southern Hemisphere
-1,-80.7131,Southern Hemisphere
2,26.7539,Northern Hemisphere
2,138.9861,Northern Hemisphere
1,90.2022,Northern Hemisphere
-2,-89.6099,Southern Hemisphere
-1,-34.8228,Southern Hemisphere
-1,-154.7333,Southern Hemisphere
-1,-9.2319,Southern Hemisphere
-1,-92.9694,Southern Hemisphere
1,137.065,Northern Hemisphere
-1,-113.5017,Southern Hemisphere
-2,-86.7807,Southern Hemisphere
1,165.2223,Northern Hemisphere
-2,-63.2655,Southern Hemisphere
-2,-86.1529,Southern Hemisphere
1,47.3969,Northern Hemisphere
-1,-111.8667,Southern Hemisphere
-2,-112.2608,Southern Hemisphere
-1,-116.4784,Southern Hemisphere
1,86.7798,Northern Hemisphere
-2,-154.9857,Southern Hemisphere
-1,-87.3826,Southern Hemisphere
1,33.643,Northern Hemisphere
1,147.0519,Northern Hemisphere
-1,-120.5595,Southern Hemisphere
-2,-93.8134,Southern Hemisphere
-1,-63.4933,Southern Hemisphere
2,7.766,Northern Hemisphere
-1,-87.7243,Southern Hemisphere
-1,-133.5133,Southern Hemisphere
-1,-107.0179,Southern Hemisphere
-2,-48.9646,Southern Hemisphere
1,38.9868,Northern Hemisphere
2,30.702,Northern Hemisphere
2,143.0309,Northern Hemisphere
-1,-88.0551,Southern Hemisphere
-1,-118.3192,Southern Hemisphere
2,12.3917,Northern Hemisphere
2,19.5426,Northern Hemisphere
-1,-16.3189,Southern Hemisphere
2,108.992,Northern Hemisphere
-1,-69.3453,Southern Hemisphere
-2,-84.3426,Southern Hemisphere
-2,-61.3093,Southern Hemisphere
-2,-40.5233,Southern Hemisphere
2,66.6679,Northern Hemisphere
-2,-102.7879,Southern Hemisphere
2,68.6226,Northern Hemisphere
-2,-134.1868,Southern Hemisphere
-1,-164.9128,Southern Hemisphere
2,0.9845,Northern Hemisphere
-2,-158.7909,Southern Hemisphere
-2,-143.0246,Southern Hemisphere
1,19.185,Northern Hemisphere
2,45.6539,Northern Hemisphere
2,110.1385,Northern Hemisphere
2,74.3811,Northern Hemisphere
2,100.6369,Northern Hemisphere
2,55.1976,Northern Hemisphere
1,71.6634,Northern Hemisphere
-1,-61.3291,Southern Hemisphere
-1,-54.1239,Southern Hemisphere
-1,-88.4982,Southern Hemisphere
1,110.5246,Northern Hemisphere
-2,-6.3774,Southern Hemisphere
-2,-31.814,Southern Hemisphere
2,78.3679,Northern Hemisphere
-2,-113.2497,Southern Hemisphere
-2,-12.4767,Southern Hemisphere
2,93.781,Northern Hemisphere
-2,-32.3588,Southern Hemisphere
2,36.3073,Northern Hemisphere
1,141.1127,Northern Hemisphere
-1,-58.6756,Southern Hemisphere
1,0.0517,Northern Hemisphere
-1,-130.3314,Southern Hemisphere
2,71.1258,Northern Hemisphere
-1,-47.3534,Southern Hemisphere
-2,-81.0733,Southern Hemisphere
1,146.7927,Northern Hemisphere
-1,-144.9855,Southern Hemisphere
2,46.9994,Northern Hemisphere
2,100.5535,Northern Hemisphere
1,21.0616,Northern Hemisphere
1,146.3665,Northern Hemisphere
1,173.89,Northern Hemisphere
2,136.3452,Northern Hemisphere
2,161.3743,Northern Hemisphere
-2,-133.5924,Southern Hemisphere
2,178.9556,Northern Hemisphere
-1,-105.7633,Southern Hemisphere
1,1.7502,Northern Hemisphere
1,16.7417,Northern Hemisphere
1,167.6513,Northern Hemisphere
2,39.3419,Northern Hemisphere
1,134.3081,Northern Hemisphere
-1,-144.06,Southern Hemisphere
-1,-142.7798,Southern Hemisphere
-1,-29.4598,Southern Hemisphere
1,19.2041,Northern Hemisphere
-2,-60.5837,Southern Hemisphere
-2,-82.5347,Southern Hemisphere
-2,-113.1846,Southern Hemisphere
1,177.365,Northern Hemisphere
1,177.191,Northern Hemisphere
1,135.0305,Northern Hemisphere
-1,-36.1314,Southern Hemisphere
2,5.8613,Northern Hemisphere
1,123.541,Northern Hemisphere
-1,-158.3337,Southern Hemisphere
2,1.5153,Northern Hemisphere
-1,-161.8654,Southern Hemisphere
1,46.7461,Northern Hemisphere
1,84.8422,Northern Hemisphere
1,89.7786,Northern Hemisphere
-1,-44.6048,Southern Hemisphere
1,50.3333,Northern Hemisphere
-1,-3.731,Southern Hemisphere
-1,-50.2532,Southern Hemisphere
-1,-25.8644,Southern Hemisphere
-1,-7.3534,Southern Hemisphere
-1,-178.2464,Southern Hemisphere
2,179.2011,Northern Hemisphere
1,54.0062,Northern Hemisphere
-2,-55.7022,Southern Hemisphere
-2,-134.2279,Southern Hemisphere
-2,-119.7618,Southern Hemisphere
1,100.3485,Northern Hemisphere
1,74.117,Northern Hemisphere
1,173.361,Northern Hemisphere
-1,-63.0242,Southern Hemisphere
-1,-128.7704,Southern Hemisphere
1,87.7489,Northern Hemisphere
2,68.5928,Northern Hemisphere
1,172.187,Northern Hemisphere
-1,-12.858,Southern Hemisphere
2,102.8948,Northern Hemisphere
-2,-118.1474,Southern Hemisphere
1,52.4441,Northern Hemisphere
1,71.182,Northern Hemisphere
2,168.9786,Northern Hemisphere
2,33.0995,Northern Hemisphere
-2,-137.7671,Southern Hemisphere
1,126.1254,Northern Hemisphere
-2,-108.5318,Southern Hemisphere
-2,-21.8356,Southern Hemisphere
-2,-108.5377,Southern Hemisphere
-2,-68.7416,Southern Hemisphere
-2,-20.6152,Southern Hemisphere
1,132.7668,Northern Hemisphere
2,23.6299,Northern Hemisphere
-1,-60.5612,Southern Hemisphere
1,84.0948,Northern Hemisphere
1,24.3207,Northern Hemisphere
-1,-97.8222,Southern Hemisphere
2,115.1151,Northern Hemisphere
1,86.6973,Northern Hemisphere
-1,-100.4651,Southern Hemisphere
1,28.0292,Northern Hemisphere
-2,-33.2316,Southern Hemisphere
-1,-95.5444,Southern Hemisphere
-2,-91.4523,Southern Hemisphere
2,137.8565,Northern Hemisphere
1,143.4181,Northern Hemisphere
1,158.7892,Northern Hemisphere
2,29.3885,Northern Hemisphere
2,39.7066,Northern Hemisphere
-2,-136.8789,Southern Hemisphere
1,133.7268,Northern Hemisphere
1,153.6268,Northern Hemisphere
-1,-160.1359,Southern Hemisphere
2,48.9841,Northern Hemisphere
2,3.4912,Northern Hemisphere
-2,-176.0164,Southern Hemisphere
-2,-157.4929,Southern Hemisphere
2,41.9059,Northern Hemisphere
-1,-140.9061,Southern Hemisphere
2,143.9032,Northern Hemisphere
1,142.4564,Northern Hemisphere
1,135.1025,Northern Hemisphere
-1,-40.3825,Southern Hemisphere
-2,-147.3113,Southern Hemisphere
1,149.0854,Northern Hemisphere
-2,-51.3571,Southern Hemisphere
2,79.733,Northern Hemisphere
-2,-47.6419,Southern Hemisphere
-2,-3.2191,Southern Hemisphere
2,173.0185,Northern Hemisphere
1,131.0827,Northern Hemisphere
-2,-65.0664,Southern Hemisphere
-1,-170.6242,Southern Hemisphere
-1,-137.5261,Southern Hemisphere
2,30.1249,Northern Hemisphere
1,71.2455,Northern Hemisphere
-1,-172.4412,Southern Hemisphere
2,27.8985,Northern Hemisphere
-2,-90.0145,Southern Hemisphere
1,179.4552,Northern Hemisphere
-2,-63.9765,Southern Hemisphere
-2,-138.1186,Southern Hemisphere
1,78.9694,Northern Hemisphere
-1,-112.0016,Southern Hemisphere
-1,-172.8921,Southern Hemisphere
2,97.6921,Northern Hemisphere
2,33.5928,Northern Hemisphere
1,84.311,Northern Hemisphere
-1,-152.0954,Southern Hemisphere
1,97.4891,Northern Hemisphere
2,114.8447,Northern Hemisphere
2,158.9278,Northern Hemisphere
1,42.9816,Northern Hemisphere
-2,-82.9878,Southern Hemisphere
2,122.9804,Northern Hemisphere
-1,-121.932,Southern Hemisphere
1,94.1761,Northern Hemisphere
-2,-11.1961,Southern Hemisphere
-1,-143.6258,Southern Hemisphere
2,5.7271,Northern Hemisphere
2,94.6478,Northern Hemisphere
1,39.7301,Northern Hemisphere
-2,-14.2137,Southern Hemisphere
2,149.774,Northern Hemisphere
2,10.926,Northern Hemisphere
2,142.9649,Northern Hemisphere
-2,-132.1532,Southern Hemisphere
-2,-29.7978,Southern Hemisphere
-2,-7.0944,Southern Hemisphere
-2,-138.4168,Southern Hemisphere
2,94.7146,Northern Hemisphere
-1,-9.4494,Southern Hemisphere
2,137.931,Northern Hemisphere
1,126.4591,Northern Hemisphere
2,30.0257,Northern Hemisphere
-1,-89.1553,Southern Hemisphere
-1,-72.0152,Southern Hemisphere
1,99.0146,Northern Hemisphere
1,74.2218,Northern Hemisphere
2,58.2212,Northern Hemisphere
-1,-141.4929,Southern Hemisphere
1,81.4326,Northern Hemisphere
2,6.2393,Northern Hemisphere
1,93.1697,Northern Hemisphere
1,177.191,Northern Hemisphere
-1,-176.0938,Southern Hemisphere
1,92.0289,Northern Hemisphere
-1,-97.1334,Southern Hemisphere
-1,-113.9251,Southern Hemisphere
-1,-34.0066,Southern Hemisphere
-2,-77.5683,Southern Hemisphere
-1,-49.7555,Southern Hemisphere
2,148.6269,Northern Hemisphere
-2,-125.9292,Southern Hemisphere
2,10.0661,Northern Hemisphere
1,147.0855,Northern Hemisphere
2,21.6973,Northern Hemisphere
-1,-27.0939,Southern Hemisphere
-2,-66.2051,Southern Hemisphere
-2,-172.5872,Southern Hemisphere
-1,-54.4016,Southern Hemisphere
-1,-48.3159,Southern Hemisphere
2,135.5112,Northern Hemisphere
-2,-127.8391,Southern Hemisphere
2,60.5103,Northern Hemisphere
2,8.876,Northern Hemisphere
2,71.7349,Northern Hemisphere
2,23.4675,Northern Hemisphere
-1,-144.3405,Southern Hemisphere
2,35.2979,Northern Hemisphere
-1,-132.0737,Southern Hemisphere
2,166.3449,Northern Hemisphere
-2,-105.5552,Southern Hemisphere
1,57.7329,Northern Hemisphere
-2,-149.5341,Southern Hemisphere
1,178.2287,Northern Hemisphere
2,79.2834,Northern Hemisphere
-1,-112.7123,Southern Hemisphere
-2,-170.1832,Southern Hemisphere
-1,-32.3759,Southern Hemisphere
