latitude,longitude,classification
-90.0,-133.0,Southern Hemisphere
88.0,3.0,Southern Hemisphere
12.5,-67.5,Northern Hemisphere
36.0,-43.0,Southern Hemisphere
-4.0,100.0,Southern Hemisphere
35.5,-3.5,Northern Hemisphere
71.5,56.5,Northern Hemisphere
-48.5,46.5,Northern Hemisphere
19.0,-77.0,Southern Hemisphere
-11.5,-97.5,Northern Hemisphere
2.0,-52.0,Southern Hemisphere
77.5,-94.5,Northern Hemisphere
-10.5,179.5,Northern Hemisphere
-65.5,-130.5,Northern Hemisphere
-69.5,-111.5,Northern Hemisphere
24.5,-174.5,Northern Hemisphere
-58.5,37.5,Northern Hemisphere
-30.5,17.5,Northern Hemisphere
-62.5,-126.5,Northern Hemisphere
-14.0,-110.0,Southern Hemisphere
-56.0,148.0,Southern Hemisphere
55.5,-174.5,Northern Hemisphere
-34.5,142.5,Northern Hemisphere
68.5,172.5,Northern Hemisphere
-68.0,-129.0,Southern Hemisphere
61.5,17.5,Northern Hemisphere
-10.0,-109.0,Southern Hemisphere
-67.5,-51.5,Northern Hemisphere
86.0,-167.0,Southern Hemisphere
65.0,80.0,Southern Hemisphere
-13.5,151.5,Northern Hemisphere
-27.5,74.5,Northern Hemisphere
37.0,146.0,Southern Hemisphere
-85.5,5.5,Northern Hemisphere
55.0,35.0,Southern Hemisphere
-46.0,61.0,Southern Hemisphere
-71.5,-171.5,Northern Hemisphere
-75.0,23.0,Southern Hemisphere
38.0,32.0,Southern Hemisphere
-69.0,147.0,Southern Hemisphere
-9.5,-138.5,Northern Hemisphere
-49.5,95.5,Northern Hemisphere
72.0,152.0,Southern Hemisphere
22.5,-56.5,Northern Hemisphere
22.5,-119.5,Northern Hemisphere
-76.0,-22.0,Southern Hemisphere
-53.5,-173.5,Northern Hemisphere
-0.5,88.5,Northern Hemisphere
-58.0,-43.0,Southern Hemisphere
-81.5,-7.5,Northern Hemisphere
-74.0,-46.0,Southern Hemisphere
41.5,5.5,Northern Hemisphere
56.5,-93.5,Northern Hemisphere
-64.0,113.0,Southern Hemisphere
41.5,-177.5,Northern Hemisphere
-85.5,-53.5,Northern Hemisphere
9.5,-102.5,Northern Hemisphere
-79.5,104.5,Northern Hemisphere
-27.0,33.0,Southern Hemisphere
-71.0,112.0,Southern Hemisphere
82.0,-154.0,Southern Hemisphere
43.5,-155.5,Northern Hemisphere
29.0,-36.0,Southern Hemisphere
51.0,53.0,Southern Hemisphere
-14.5,109.5,Northern Hemisphere
-28.0,57.0,Southern Hemisphere
36.0,-80.0,Southern Hemisphere
15.5,-166.5,Northern Hemisphere
73.5,176.5,Northern Hemisphere
-88.5,157.5,Northern Hemisphere
-12.0,-127.0,Southern Hemisphere
-28.5,35.5,Northern Hemisphere
-54.0,-37.0,Southern Hemisphere
-29.5,87.5,Northern Hemisphere
5.0,54.0,Southern Hemisphere
40.5,-110.5,Northern Hemisphere
55.0,-149.0,Southern Hemisphere
-57.0,-59.0,Southern Hemisphere
-10.0,21.0,Southern Hemisphere
-21.0,-61.0,Southern Hemisphere
-54.5,120.5,Northern Hemisphere
-46.5,51.5,Northern Hemisphere
-60.0,94.0,Southern Hemisphere
-37.0,51.0,Southern Hemisphere
-60.0,-134.0,Southern Hemisphere
-11.5,177.5,Northern Hemisphere
-5.5,-103.5,Northern Hemisphere
2.5,23.5,Northern Hemisphere
-22.5,-89.5,Northern Hemisphere
26.5,105.5,Northern Hemisphere
-62.5,-107.5,Northern Hemisphere
-32.5,-112.5,Northern Hemisphere
6.5,172.5,Northern Hemisphere
-22.5,-140.5,Northern Hemisphere
-38.5,151.5,Northern Hemisphere
-67.0,-11.0,Southern Hemisphere
29.5,-153.5,Northern Hemisphere
21.5,23.5,Northern Hemisphere
84.0,38.0,Southern Hemisphere
-41.5,-38.5,Northern Hemisphere
-52.0,-163.0,Southern Hemisphere
38.5,31.5,Northern Hemisphere
-19.0,16.0,Southern Hemisphere
75.5,90.5,Northern Hemisphere
50.5,-169.5,Northern Hemisphere
1.0,65.0,Southern Hemisphere
54.0,77.0,Southern Hemisphere
-44.0,-167.0,Southern Hemisphere
-83.0,-37.0,Southern Hemisphere
31.5,92.5,Northern Hemisphere
-31.0,-99.0,Southern Hemisphere
-27.5,-42.5,Northern Hemisphere
-32.5,115.5,Northern Hemisphere
-46.0,-90.0,Southern Hemisphere
89.5,4.5,Northern Hemisphere
1.5,111.5,Northern Hemisphere
-40.5,73.5,Northern Hemisphere
-81.0,-134.0,Southern Hemisphere
-32.5,-168.5,Northern Hemisphere
67.0,-77.0,Southern Hemisphere
-43.5,-13.5,Northern Hemisphere
61.5,-106.5,Northern Hemisphere
4.5,-141.5,Northern Hemisphere
79.0,22.0,Southern Hemisphere
-6.5,-109.5,Northern Hemisphere
22.5,148.5,Northern Hemisphere
-46.0,107.0,Southern Hemisphere
60.0,-91.0,Southern Hemisphere
86.0,-30.0,Southern Hemisphere
-88.5,114.5,Northern Hemisphere
55.0,-164.0,Southern Hemisphere
67.5,-65.5,Northern Hemisphere
-52.5,-9.5,Northern Hemisphere
-7.5,-93.5,Northern Hemisphere
82.5,148.5,Northern Hemisphere
-23.0,-73.0,Southern Hemisphere
0.5,-47.5,Northern Hemisphere
-76.5,18.5,Northern Hemisphere
-48.0,31.0,Southern Hemisphere
-1.0,99.0,Southern Hemisphere
32.0,115.0,Southern Hemisphere
-70.5,-161.5,Northern Hemisphere
-24.0,-127.0,Southern Hemisphere
7.5,-96.5,Northern Hemisphere
-65.5,-5.5,Northern Hemisphere
20.0,154.0,Southern Hemisphere
22.5,-98.5,Northern Hemisphere
-36.5,-81.5,Northern Hemisphere
48.0,-45.0,Southern Hemisphere
-66.0,-155.0,Southern Hemisphere
35.0,-102.0,Southern Hemisphere
20.5,-134.5,Northern Hemisphere
70.0,127.0,Southern Hemisphere
-84.0,-75.0,Southern Hemisphere
-68.5,63.5,Northern Hemisphere
12.5,62.5,Northern Hemisphere
-23.0,-134.0,Southern Hemisphere
7.0,9.0,Southern Hemisphere
-21.5,46.5,Northern Hemisphere
-22.0,108.0,Southern Hemisphere
89.5,162.5,Northern Hemisphere
-0.5,98.5,Northern Hemisphere
60.0,-64.0,Southern Hemisphere
44.5,35.5,Northern Hemisphere
-30.0,63.0,Southern Hemisphere
-82.0,77.0,Southern Hemisphere
25.5,-90.5,Northern Hemisphere
-39.5,-114.5,Northern Hemisphere
85.5,43.5,Northern Hemisphere
71.5,-103.5,Northern Hemisphere
-73.0,-136.0,Southern Hemisphere
51.0,-14.0,Southern Hemisphere
-87.0,178.0,Southern Hemisphere
-52.0,-105.0,Southern Hemisphere
55.5,-127.5,Northern Hemisphere
-2.0,30.0,Southern Hemisphere
34.0,112.0,Southern Hemisphere
-20.0,26.0,Southern Hemisphere
85.5,176.5,Northern Hemisphere
-6.0,173.0,Southern Hemisphere
32.5,-41.5,Northern Hemisphere
-13.0,-21.0,Southern Hemisphere
88.0,170.0,Southern Hemisphere
-30.5,-110.5,Northern Hemisphere
23.0,-16.0,Southern Hemisphere
64.0,150.0,Southern Hemisphere
-34.5,29.5,Northern Hemisphere
5.0,-152.0,Southern Hemisphere
40.5,27.5,Northern Hemisphere
45.5,112.5,Northern Hemisphere
-37.5,-149.5,Northern Hemisphere
-76.5,5.5,Northern Hemisphere
29.5,79.5,Northern Hemisphere
-59.0,168.0,Southern Hemisphere
36.5,125.5,Northern Hemisphere
31.0,120.0,Southern Hemisphere
-24.0,172.0,Southern Hemisphere
9.5,-153.5,Northern Hemisphere
-34.5,-65.5,Northern Hemisphere
-20.5,154.5,Northern Hemisphere
84.0,-176.0,Southern Hemisphere
75.0,-92.0,Southern Hemisphere
66.5,-22.5,Northern Hemisphere
6.0,-2.0,Southern Hemisphere
29.0,-26.0,Southern Hemisphere
-89.0,81.0,Southern Hemisphere
62.0,131.0,Southern Hemisphere
-63.0,66.0,Southern Hemisphere
-18.5,148.5,Northern Hemisphere
-24.0,155.0,Southern Hemisphere
42.0,-57.0,Southern Hemisphere
64.5,27.5,Northern Hemisphere
-84.0,155.0,Southern Hemisphere
-24.0,34.0,Southern Hemisphere
-81.0,118.0,Southern Hemisphere
-32.5,172.5,Northern Hemisphere
81.0,3.0,Southern Hemisphere
78.0,105.0,Southern Hemisphere
31.5,-113.5,Northern Hemisphere
53.0,-87.0,Southern Hemisphere
-34.0,1.0,Southern Hemisphere
-10.5,36.5,Northern Hemisphere
59.0,-30.0,Southern Hemisphere
30.0,-153.0,Southern Hemisphere
-39.5,77.5,Northern Hemisphere
8.5,92.5,Northern Hemisphere
-52.0,-110.0,Southern Hemisphere
56.5,55.5,Northern Hemisphere
-42.5,-137.5,Northern Hemisphere
-45.0,-20.0,Southern Hemisphere
-18.5,-71.5,Northern Hemisphere
-48.5,71.5,Northern Hemisphere
22.5,145.5,Northern Hemisphere
32.0,16.0,Southern Hemisphere
-37.5,12.5,Northern Hemisphere
46.5,-81.5,Northern Hemisphere
71.5,-51.5,Northern Hemisphere
-0.5,-19.5,Northern Hemisphere
39.5,122.5,Northern Hemisphere
-79.0,-28.0,Southern Hemisphere
43.0,125.0,Southern Hemisphere
85.0,-112.0,Southern Hemisphere
35.0,3.0,Southern Hemisphere
14.5,-169.5,Northern Hemisphere
-55.5,-70.5,Northern Hemisphere
-45.5,-115.5,Northern Hemisphere
-81.0,12.0,Southern Hemisphere
69.0,-156.0,Southern Hemisphere
78.5,-168.5,Northern Hemisphere
17.5,48.5,Northern Hemisphere
-26.0,62.0,Southern Hemisphere
86.5,143.5,Northern Hemisphere
80.5,-127.5,Northern Hemisphere
89.0,-110.0,Southern Hemisphere
-64.0,81.0,Southern Hemisphere
-61.5,75.5,Northern Hemisphere
-21.5,88.5,Northern Hemisphere
15.5,-27.5,Northern Hemisphere
38.5,-72.5,Northern Hemisphere
-90.0,-174.0,Southern Hemisphere
57.5,163.5,Northern Hemisphere
-67.0,81.0,Southern Hemisphere
-63.5,-47.5,Northern Hemisphere
-13.5,-43.5,Northern Hemisphere
-46.0,-160.0,Southern Hemisphere
83.0,-20.0,Southern Hemisphere
-66.0,-157.0,Southern Hemisphere
80.5,152.5,Northern Hemisphere
23.5,139.5,Northern Hemisphere
-67.0,10.0,Southern Hemisphere
12.0,24.0,Southern Hemisphere
8.0,173.0,Southern Hemisphere
76.0,-95.0,Southern Hemisphere
-73.5,-97.5,Northern Hemisphere
62.5,68.5,Northern Hemisphere
7.0,3.0,Southern Hemisphere
-55.5,68.5,Northern Hemisphere
15.0,45.0,Southern Hemisphere
78.5,-18.5,Northern Hemisphere
84.5,89.5,Northern Hemisphere
82.5,-5.5,Northern Hemisphere
-25.5,67.5,Northern Hemisphere
74.0,17.0,Southern Hemisphere
53.5,134.5,Northern Hemisphere
-48.5,79.5,Northern Hemisphere
-48.0,-142.0,Southern Hemisphere
-6.0,-38.0,Southern Hemisphere
51.5,150.5,Northern Hemisphere
-30.0,-140.0,Southern Hemisphere
56.0,49.0,Southern Hemisphere
25.5,-17.5,Northern Hemisphere
78.5,-169.5,Northern Hemisphere
-79.5,106.5,Northern Hemisphere
65.5,137.5,Northern Hemisphere
53.0,-75.0,Southern Hemisphere
3.0,-153.0,Southern Hemisphere
-4.5,107.5,Northern Hemisphere
3.0,51.0,Southern Hemisphere
79.5,-65.5,Northern Hemisphere
73.5,-29.5,Northern Hemisphere
-79.0,-96.0,Southern Hemisphere
14.0,-126.0,Southern Hemisphere
-42.0,-119.0,Southern Hemisphere
-42.0,-7.0,Southern Hemisphere
-77.5,145.5,Northern Hemisphere
26.5,55.5,Northern Hemisphere
-87.5,92.5,Northern Hemisphere
21.5,120.5,Northern Hemisphere
-45.0,174.0,Southern Hemisphere
-56.5,-125.5,Northern Hemisphere
65.0,-16.0,Southern Hemisphere
65.0,174.0,Southern Hemisphere
-1.5,-28.5,Northern Hemisphere
-55.0,31.0,Southern Hemisphere
50.0,-20.0,Southern Hemisphere
70.5,-30.5,Northern Hemisphere
-57.0,152.0,Southern Hemisphere
88.5,147.5,Northern Hemisphere
0.0,107.0,Southern Hemisphere
80.0,33.0,Southern Hemisphere
18.0,-174.0,Southern Hemisphere
-51.5,-151.5,Northern Hemisphere
-47.5,-32.5,Northern Hemisphere
-75.0,173.0,Southern Hemisphere
48.0,-164.0,Southern Hemisphere
-64.0,135.0,Southern Hemisphere
54.5,20.5,Northern Hemisphere
89.5,-31.5,Northern Hemisphere
10.5,34.5,Northern Hemisphere
-77.0,-174.0,Southern Hemisphere
23.0,-65.0,Southern Hemisphere
49.0,128.0,Southern Hemisphere
-39.5,-28.5,Northern Hemisphere
84.0,-142.0,Southern Hemisphere
42.5,-117.5,Northern Hemisphere
-19.0,104.0,Southern Hemisphere
59.0,-50.0,Southern Hemisphere
-49.5,-158.5,Northern Hemisphere
63.5,-152.5,Northern Hemisphere
56.0,101.0,Southern Hemisphere
-9.0,89.0,Southern Hemisphere
44.5,-144.5,Northern Hemisphere
48.5,27.5,Northern Hemisphere
-34.5,160.5,Northern Hemisphere
-15.0,-69.0,Southern Hemisphere
76.0,-176.0,Southern Hemisphere
25.5,-55.5,Northern Hemisphere
85.5,-14.5,Northern Hemisphere
-61.0,17.0,Southern Hemisphere
-18.0,-168.0,Southern Hemisphere
40.0,48.0,Southern Hemisphere
76.0,-82.0,Southern Hemisphere
-66.0,-95.0,Southern Hemisphere
-35.5,164.5,Northern Hemisphere
19.5,-125.5,Northern Hemisphere
22.5,152.5,Northern Hemisphere
-49.5,-166.5,Northern Hemisphere
-81.0,-136.0,Southern Hemisphere
-24.5,106.5,Northern Hemisphere
-30.5,-46.5,Northern Hemisphere
71.0,27.0,Southern Hemisphere
9.0,164.0,Southern Hemisphere
75.5,137.5,Northern Hemisphere
60.5,-155.5,Northern Hemisphere
39.5,-124.5,Northern Hemisphere
-13.0,130.0,Southern Hemisphere
23.5,16.5,Northern Hemisphere
-83.0,62.0,Southern Hemisphere
-54.5,21.5,Northern Hemisphere
-54.0,-28.0,Southern Hemisphere
-88.0,103.0,Southern Hemisphere
-87.5,114.5,Northern Hemisphere
-69.0,-24.0,Southern Hemisphere
-0.5,-70.5,Northern Hemisphere
41.0,-108.0,Southern Hemisphere
68.5,-49.5,Northern Hemisphere
82.5,111.5,Northern Hemisphere
51.5,57.5,Northern Hemisphere
-71.5,-50.5,Northern Hemisphere
59.5,70.5,Northern Hemisphere
81.0,155.0,Southern Hemisphere
69.5,-143.5,Northern Hemisphere
26.5,-10.5,Northern Hemisphere
-51.0,109.0,Southern Hemisphere
19.0,-94.0,Southern Hemisphere
-32.5,149.5,Northern Hemisphere
2.0,-112.0,Southern Hemisphere
28.0,48.0,Southern Hemisphere
34.0,102.0,Southern Hemisphere
66.5,-137.5,Northern Hemisphere
-55.0,95.0,Southern Hemisphere
71.5,-139.5,Northern Hemisphere
40.5,144.5,Northern Hemisphere
59.5,28.5,Northern Hemisphere
52.5,-45.5,Northern Hemisphere
-52.0,7.0,Southern Hemisphere
60.0,-32.0,Southern Hemisphere
41.5,-132.5,Northern Hemisphere
-88.0,159.0,Southern Hemisphere
68.5,171.5,Northern Hemisphere
-53.5,49.5,Northern Hemisphere
55.5,158.5,Northern Hemisphere
34.5,4.5,Northern Hemisphere
35.5,-60.5,Northern Hemisphere
-29.5,-157.5,Northern Hemisphere
3.5,19.5,Northern Hemisphere
-79.0,-160.0,Southern Hemisphere
43.0,144.0,Southern Hemisphere
-23.0,116.0,Southern Hemisphere
7.5,8.5,Northern Hemisphere
7.5,-64.5,Northern Hemisphere
-2.0,69.0,Southern Hemisphere
-89.0,76.0,Southern Hemisphere
-30.5,-139.5,Northern Hemisphere
-43.0,-100.0,Southern Hemisphere
-60.0,158.0,Southern Hemisphere
-4.5,-120.5,Northern Hemisphere
32.0,-73.0,Southern Hemisphere
16.5,-167.5,Northern Hemisphere
57.5,124.5,Northern Hemisphere
42.5,-158.5,Northern Hemisphere
-22.5,-86.5,Northern Hemisphere
54.0,146.0,Southern Hemisphere
80.5,-33.5,Northern Hemisphere
66.5,62.5,Northern Hemisphere
15.0,127.0,Southern Hemisphere
-42.5,140.5,Northern Hemisphere
85.0,-5.0,Southern Hemisphere
-73.0,-63.0,Southern Hemisphere
-63.0,-172.0,Southern Hemisphere
40.5,171.5,Northern Hemisphere
65.0,-131.0,Southern Hemisphere
68.5,128.5,Northern Hemisphere
47.5,78.5,Northern Hemisphere
79.5,-112.5,Northern Hemisphere
84.5,153.5,Northern Hemisphere
4.0,-158.0,Southern Hemisphere
33.0,15.0,Southern Hemisphere
88.0,114.0,Southern Hemisphere
-23.5,65.5,Northern Hemisphere
-67.5,-33.5,Northern Hemisphere
-89.0,-177.0,Southern Hemisphere
7.5,156.5,Northern Hemisphere
-8.5,30.5,Northern Hemisphere
19.0,153.0,Southern Hemisphere
47.0,36.0,Southern Hemisphere
84.0,23.0,Southern Hemisphere
53.5,68.5,Northern Hemisphere
53.5,68.5,Northern Hemisphere
57.0,-4.0,Southern Hemisphere
78.0,-120.0,Southern Hemisphere
-47.5,-127.5,Northern Hemisphere
-2.5,102.5,Northern Hemisphere
73.5,-176.5,Northern Hemisphere
31.5,128.5,Northern Hemisphere
-23.0,-67.0,Southern Hemisphere
-81.0,16.0,Southern Hemisphere
43.0,-34.0,Southern Hemisphere
-44.5,148.5,Northern Hemisphere
-39.0,156.0,Southern Hemisphere
63.0,81.0,Southern Hemisphere
83.5,-160.5,Northern Hemisphere
-90.0,-100.0,Southern Hemisphere
13.5,1.5,Northern Hemisphere
-39.0,85.0,Southern Hemisphere
-71.5,-132.5,Northern Hemisphere
53.0,118.0,Southern Hemisphere
-20.0,-65.0,Southern Hemisphere
14.5,115.5,Northern Hemisphere
15.5,80.5,Northern Hemisphere
39.5,-28.5,Northern Hemisphere
41.0,-49.0,Southern Hemisphere
6.0,108.0,Southern Hemisphere
-4.0,54.0,Southern Hemisphere
-83.0,66.0,Southern Hemisphere
8.5,145.5,Northern Hemisphere
-30.5,-17.5,Northern Hemisphere
42.0,94.0,Southern Hemisphere
-21.5,-51.5,Northern Hemisphere
82.0,-5.0,Southern Hemisphere
-43.5,64.5,Northern Hemisphere
56.0,-43.0,Southern Hemisphere
85.5,-81.5,Northern Hemisphere
-30.0,-57.0,Southern Hemisphere
-39.0,-53.0,Southern Hemisphere
-63.0,-119.0,Southern Hemisphere
80.5,73.5,Northern Hemisphere
49.5,-157.5,Northern Hemisphere
-10.0,72.0,Southern Hemisphere
40.0,-37.0,Southern Hemisphere
57.0,-115.0,Southern Hemisphere
19.5,65.5,Northern Hemisphere
11.5,172.5,Northern Hemisphere
-58.5,178.5,Northern Hemisphere
-88.0,-174.0,Southern Hemisphere
-63.5,-12.5,Northern Hemisphere
-24.0,-85.0,Southern Hemisphere
30.0,133.0,Southern Hemisphere
37.0,37.0,Southern Hemisphere
6.5,7.5,Northern Hemisphere
-44.0,112.0,Southern Hemisphere
86.5,-61.5,Northern Hemisphere
-28.5,105.5,Northern Hemisphere
-40.0,-106.0,Southern Hemisphere
-86.5,-88.5,Northern Hemisphere
71.0,84.0,Southern Hemisphere
-14.0,-52.0,Southern Hemisphere
87.5,-95.5,Northern Hemisphere
-23.5,64.5,Northern Hemisphere
-3.5,-45.5,Northern Hemisphere
52.0,-49.0,Southern Hemisphere
-59.0,-1.0,Southern Hemisphere
77.5,153.5,Northern Hemisphere
-16.5,2.5,Northern Hemisphere
34.0,48.0,Southern Hemisphere
-15.5,58.5,Northern Hemisphere
74.5,-6.5,Northern Hemisphere
56.0,27.0,Southern Hemisphere
-1.5,-62.5,Northern Hemisphere
-16.0,-44.0,Southern Hemisphere
23.0,5.0,Southern Hemisphere
-43.0,-169.0,Southern Hemisphere
80.5,-50.5,Northern Hemisphere
12.5,-126.5,Northern Hemisphere
32.5,101.5,Northern Hemisphere
12.5,89.5,Northern Hemisphere
69.5,-99.5,Northern Hemisphere
10.5,-20.5,Northern Hemisphere
-16.5,47.5,Northern Hemisphere
-45.5,-164.5,Northern Hemisphere
-5.5,64.5,Northern Hemisphere
48.0,-41.0,Southern Hemisphere
88.0,96.0,Southern Hemisphere
27.5,144.5,Northern Hemisphere
73.0,93.0,Southern Hemisphere
33.0,96.0,Southern Hemisphere
24.5,-21.5,Northern Hemisphere
-51.0,-25.0,Southern Hemisphere
-54.5,-2.5,Northern Hemisphere
-88.0,172.0,Southern Hemisphere
32.0,-27.0,Southern Hemisphere
-14.5,126.5,Northern Hemisphere
51.5,12.5,Northern Hemisphere
54.5,44.5,Northern Hemisphere
75.0,19.0,Southern Hemisphere
-70.0,36.0,Southern Hemisphere
67.5,176.5,Northern Hemisphere
46.0,-43.0,Southern Hemisphere
-73.0,-87.0,Southern Hemisphere
74.5,54.5,Northern Hemisphere
69.0,71.0,Southern Hemisphere
-50.5,-153.5,Northern Hemisphere
-62.5,-34.5,Northern Hemisphere
22.0,-176.0,Southern Hemisphere
-85.5,73.5,Northern Hemisphere
-9.5,76.5,Northern Hemisphere
-82.0,-11.0,Southern Hemisphere
-51.5,-150.5,Northern Hemisphere
-72.0,98.0,Southern Hemisphere
-26.0,15.0,Southern Hemisphere
-25.5,18.5,Northern Hemisphere
-82.0,-79.0,Southern Hemisphere
-66.0,86.0,Southern Hemisphere
85.5,-19.5,Northern Hemisphere
-80.0,101.0,Southern Hemisphere
74.5,-26.5,Northern Hemisphere
-75.5,162.5,Northern Hemisphere
-28.5,145.5,Northern Hemisphere
-48.0,-39.0,Southern Hemisphere
-26.5,-174.5,Northern Hemisphere
87.5,64.5,Northern Hemisphere
-66.5,-51.5,Northern Hemisphere
86.5,137.5,Northern Hemisphere
70.0,-150.0,Southern Hemisphere
-49.5,95.5,Northern Hemisphere
-29.5,-16.5,Northern Hemisphere
22.0,-82.0,Southern Hemisphere
2.5,-110.5,Northern Hemisphere
34.0,44.0,Southern Hemisphere
35.0,-83.0,Southern Hemisphere
-6.5,60.5,Northern Hemisphere
63.0,103.0,Southern Hemisphere
-49.5,51.5,Northern Hemisphere
48.0,7.0,Southern Hemisphere
73.0,79.0,Southern Hemisphere
-86.0,137.0,Southern Hemisphere
-29.0,-16.0,Southern Hemisphere
48.5,19.5,Northern Hemisphere
38.5,103.5,Northern Hemisphere
-6.5,30.5,Northern Hemisphere
43.0,157.0,Southern Hemisphere
-55.5,-87.5,Northern Hemisphere
35.5,-80.5,Northern Hemisphere
75.5,19.5,Northern Hemisphere
89.0,122.0,Southern Hemisphere
-34.0,130.0,Southern Hemisphere
-35.5,156.5,Northern Hemisphere
-70.0,59.0,Southern Hemisphere
17.5,9.5,Northern Hemisphere
-20.5,91.5,Northern Hemisphere
-11.5,-139.5,Northern Hemisphere
-64.5,-127.5,Northern Hemisphere
-40.5,-80.5,Northern Hemisphere
-43.5,106.5,Northern Hemisphere
73.0,115.0,Southern Hemisphere
89.0,160.0,Southern Hemisphere
-48.0,-88.0,Southern Hemisphere
78.0,-100.0,Southern Hemisphere
-10.0,101.0,Southern Hemisphere
15.0,144.0,Southern Hemisphere
-8.0,131.0,Southern Hemisphere
-34.5,13.5,Northern Hemisphere
25.0,49.0,Southern Hemisphere
-82.0,-35.0,Southern Hemisphere
-11.5,-175.5,Northern Hemisphere
-36.0,-19.0,Southern Hemisphere
87.5,-37.5,Northern Hemisphere
28.5,3.5,Northern Hemisphere
4.5,119.5,Northern Hemisphere
-12.5,-131.5,Northern Hemisphere
-35.0,-141.0,Southern Hemisphere
-46.0,69.0,Southern Hemisphere
-12.5,-159.5,Northern Hemisphere
-76.0,-9.0,Southern Hemisphere
21.0,33.0,Southern Hemisphere
-30.5,155.5,Northern Hemisphere
72.5,16.5,Northern Hemisphere
-78.5,-15.5,Northern Hemisphere
89.5,-65.5,Northern Hemisphere
11.5,49.5,Northern Hemisphere
-14.5,22.5,Northern Hemisphere
-67.5,64.5,Northern Hemisphere
-21.5,-135.5,Northern Hemisphere
88.0,-114.0,Southern Hemisphere
-38.5,70.5,Northern Hemisphere
-40.0,107.0,Southern Hemisphere
-20.5,41.5,Northern Hemisphere
57.0,-135.0,Southern Hemisphere
19.5,8.5,Northern Hemisphere
-2.0,124.0,Southern Hemisphere
-45.5,0.5,Northern Hemisphere
22.0,-158.0,Southern Hemisphere
6.5,-99.5,Northern Hemisphere
-75.5,-54.5,Northern Hemisphere
-15.5,-171.5,Northern Hemisphere
-62.0,-24.0,Southern Hemisphere
-6.0,-73.0,Southern Hemisphere
44.5,-46.5,Northern Hemisphere
-54.0,175.0,Southern Hemisphere
80.5,90.5,Northern Hemisphere
-73.5,-33.5,Northern Hemisphere
69.5,-40.5,Northern Hemisphere
-86.5,-144.5,Northern Hemisphere
79.0,157.0,Southern Hemisphere
-86.0,-31.0,Southern Hemisphere
7.0,80.0,Southern Hemisphere
35.5,126.5,Northern Hemisphere
39.5,55.5,Northern Hemisphere
46.5,-22.5,Northern Hemisphere
-50.0,-171.0,Southern Hemisphere
0.0,140.0,Southern Hemisphere
38.0,-39.0,Southern Hemisphere
10.5,-163.5,Northern Hemisphere
-3.0,21.0,Southern Hemisphere
8.5,87.5,Northern Hemisphere
57.5,-100.5,Northern Hemisphere
64.0,-12.0,Southern Hemisphere
-38.0,154.0,Southern Hemisphere
86.5,-75.5,Northern Hemisphere
45.5,-109.5,Northern Hemisphere
-53.0,155.0,Southern Hemisphere
53.5,93.5,Northern Hemisphere
-51.5,-163.5,Northern Hemisphere
15.0,30.0,Southern Hemisphere
73.0,-40.0,Southern Hemisphere
-61.5,-111.5,Northern Hemisphere
67.5,136.5,Northern Hemisphere
66.0,-62.0,Southern Hemisphere
-82.5,4.5,Northern Hemisphere
33.5,-110.5,Northern Hemisphere
5.0,-86.0,Southern Hemisphere
-55.0,-97.0,Southern Hemisphere
15.5,-171.5,Northern Hemisphere
-34.0,163.0,Southern Hemisphere
-72.5,-88.5,Northern Hemisphere
35.0,172.0,Southern Hemisphere
-27.0,38.0,Southern Hemisphere
65.0,14.0,Southern Hemisphere
56.0,124.0,Southern Hemisphere
26.5,54.5,Northern Hemisphere
-26.5,86.5,Northern Hemisphere
-80.0,105.0,Southern Hemisphere
71.0,-155.0,Southern Hemisphere
12.5,-23.5,Northern Hemisphere
18.0,-30.0,Southern Hemisphere
-52.5,58.5,Northern Hemisphere
38.0,-123.0,Southern Hemisphere
89.5,100.5,Northern Hemisphere
-6.5,51.5,Northern Hemisphere
62.5,-75.5,Northern Hemisphere
-8.0,174.0,Southern Hemisphere
-57.5,-132.5,Northern Hemisphere
73.5,6.5,Northern Hemisphere
9.5,82.5,Northern Hemisphere
8.5,-156.5,Northern Hemisphere
55.5,158.5,Northern Hemisphere
-51.5,-87.5,Northern Hemisphere
-9.5,49.5,Northern Hemisphere
-60.0,-113.0,Southern Hemisphere
-24.5,-172.5,Northern Hemisphere
37.0,98.0,Southern Hemisphere
37.5,-57.5,Northern Hemisphere
32.5,53.5,Northern Hemisphere
63.0,127.0,Southern Hemisphere
51.5,-36.5,Northern Hemisphere
-51.5,-150.5,Northern Hemisphere
-82.0,161.0,Southern Hemisphere
-68.0,-155.0,Southern Hemisphere
-43.5,-96.5,Northern Hemisphere
87.0,178.0,Southern Hemisphere
59.5,5.5,Northern Hemisphere
-12.5,-13.5,Northern Hemisphere
-73.0,38.0,Southern Hemisphere
-54.5,-116.5,Northern Hemisphere
15.0,88.0,Southern Hemisphere
67.5,-149.5,Northern Hemisphere
72.5,91.5,Northern Hemisphere
87.5,130.5,Northern Hemisphere
-9.0,-48.0,Southern Hemisphere
67.0,108.0,Southern Hemisphere
71.0,74.0,Southern Hemisphere
66.0,-61.0,Southern Hemisphere
-90.0,-120.0,Southern Hemisphere
-58.5,-72.5,Northern Hemisphere
-5.0,-1.0,Southern Hemisphere
-37.5,174.5,Northern Hemisphere
-73.0,-23.0,Southern Hemisphere
